ID,Título,Categoria,Volumes,Lançamento,page_url,image_url
12183,Shoujo Fight,Manga,Sem informações,Dec 2005 -,https://myanimelist.net/manga/5920/Shoujo_Fight,https://cdn.myanimelist.net/r/100x140/images/manga/3/7588.jpgSem informaçõess=d2fed719659b36e40769313126878825
12184,Naraku no Ko,One-shot,Sem informações,Apr 2020 - Apr 2020,https://myanimelist.net/manga/126384/Naraku_no_Ko,https://cdn.myanimelist.net/r/100x140/images/manga/1/233751.jpgSem informaçõess=791bd28a5e7f6d98b944c8c330739ec6
12185,Kyou mo Onnanoko wo Kouryaku shita.,Manga,5,Aug 2016 - Aug 2019,https://myanimelist.net/manga/105975/Kyou_mo_Onnanoko_wo_Kouryaku_shita,https://cdn.myanimelist.net/r/100x140/images/manga/1/194110.jpgSem informaçõess=935279a05a1deb292f736543d5235de9
12186,Sankagetsu Mae ni Wakareta Senpai Kouhai no Hanashi,Manga,2,Jul 2020 - May 2021,https://myanimelist.net/manga/131099/Sankagetsu_Mae_ni_Wakareta_Senpai_Kouhai_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/1/236977.jpgSem informaçõess=22fd196499df55f93f0f7a19e36af362
12187,Senpai to Dousei Chuu,One-shot,Sem informações,Mar 2008 - Mar 2008,https://myanimelist.net/manga/15594/Senpai_to_Dousei_Chuu,https://cdn.myanimelist.net/r/100x140/images/manga/3/22730.jpgSem informaçõess=e88385a5f915420ddb3b2d3fdbd274d8
12188,Aoharu Runnings,One-shot,Sem informações,May 2011 - May 2011,https://myanimelist.net/manga/88536/Aoharu_Runnings,https://cdn.myanimelist.net/r/100x140/images/manga/3/154781.jpgSem informaçõess=f52509d06a7f8a949a19551a3c9d33ec
12189,Yae no Sakura,Manga,3,Dec 2012 - Nov 2013,https://myanimelist.net/manga/46200/Yae_no_Sakura,https://cdn.myanimelist.net/r/100x140/images/manga/3/88159.jpgSem informaçõess=1046a4af8f18a21a6e48cb9195bb46d7
12190,Kami Yome,Manga,2,Dec 2010 - Nov 2011,https://myanimelist.net/manga/29053/Kami_Yome,https://cdn.myanimelist.net/r/100x140/images/manga/3/150845.jpgSem informaçõess=8ecd4bf032784174b2d2fef9e940a531
12191,Kare no Aijou no Hakari,Manga,1,Nov 2011 - Jan 2012,https://myanimelist.net/manga/33743/Kare_no_Aijou_no_Hakari,https://cdn.myanimelist.net/r/100x140/images/manga/2/67505.jpgSem informaçõess=647b59be0d15b40200b0e8dece103038
12192,Ware wa Kenou!!,Manga,3,Oct 2007 - Aug 2008,https://myanimelist.net/manga/20235/Ware_wa_Kenou,https://cdn.myanimelist.net/r/100x140/images/manga/2/34816.jpgSem informaçõess=e4fe325b7249e1f85d5a56650132fce3
12193,Clover no Kuni no Alice: Heart no Kishi,Manga,1,Dec 2009 - Dec 2009,https://myanimelist.net/manga/17201/Clover_no_Kuni_no_Alice__Heart_no_Kishi,https://cdn.myanimelist.net/r/100x140/images/manga/1/26873.jpgSem informaçõess=435067158c64ad2ff0532a5bd2838b7c
12194,Minekura Kazuya Tanpenshuu - Hachi no Su,Manga,1,2003 - 2011,https://myanimelist.net/manga/1050/Minekura_Kazuya_Tanpenshuu_-_Hachi_no_Su,https://cdn.myanimelist.net/r/100x140/images/manga/2/42320.jpgSem informaçõess=6c9d14120e99c5b096ebc030821d9444
12195,Nare no Hate no Bokura,Manga,8,Jan 2020 - Jul 2021,https://myanimelist.net/manga/124146/Nare_no_Hate_no_Bokura,https://cdn.myanimelist.net/r/100x140/images/manga/1/281674.jpgSem informaçõess=ae0d191cd306547cbf006264f41c1f8b
12196,Chikyuu no Houkago,Manga,6,Mar 2009 - May 2012,https://myanimelist.net/manga/71363/Chikyuu_no_Houkago,https://cdn.myanimelist.net/r/100x140/images/manga/3/188829.jpgSem informaçõess=3014e8fbef466cdf0a0d624869bfd0b8
12197,Allison,Light-Novel,4,Mar 2002 - May 2004,https://myanimelist.net/manga/7086/Allison,https://cdn.myanimelist.net/r/100x140/images/manga/2/64119.jpgSem informaçõess=4a174b4db768e65e31b872c2775c5a02
12198,Onnanoko ga Shinu Hanashi,Manga,1,May 2013 - Dec 2013,https://myanimelist.net/manga/67577/Onnanoko_ga_Shinu_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/1/115687.jpgSem informaçõess=8649272b34e66dcb4ab1d929fed69baf
12199,BL Game no Shujinkou no Otouto de Aru Koto ni Kigatsukimashita,Manga,Sem informações,Apr 2021 -,https://myanimelist.net/manga/149610/BL_Game_no_Shujinkou_no_Otouto_de_Aru_Koto_ni_Kigatsukimashita,https://cdn.myanimelist.net/r/100x140/images/manga/3/265373.jpgSem informaçõess=bad452ffab55ab19ed274089b92f7597
12200,Tokyo Boys & Girls,Manga,5,Jul 2005 - Jul 2006,https://myanimelist.net/manga/1065/Tokyo_Boys___Girls,https://cdn.myanimelist.net/r/100x140/images/manga/5/997.jpgSem informaçõess=e41618681147d480d459061c0f889b5f
12201,Hiiro no Isu,Manga,3,Dec 2001 - Jun 2004,https://myanimelist.net/manga/1860/Hiiro_no_Isu,https://cdn.myanimelist.net/r/100x140/images/manga/3/257060.jpgSem informaçõess=893139e1a36eeec0d8d8eef68ce36875
12202,Dead Days,Manhwa,Sem informações,Jul 2014 - Oct 2015,https://myanimelist.net/manga/148827/Dead_Days,https://cdn.myanimelist.net/r/100x140/images/manga/2/264037.jpgSem informaçõess=dd8eff1d4c70f11d9e48e20bb5bd2c6a
12203,The Legend of the Sun Knight,Manhua,5,2010 - 2015,https://myanimelist.net/manga/21443/The_Legend_of_the_Sun_Knight,https://cdn.myanimelist.net/r/100x140/images/manga/2/173340.jpgSem informaçõess=c284dd525584451489170a3114eb057f
12204,Senpai ga Uzai Kouhai no Hanashi,Manga,Sem informações,Mar 2018 -,https://myanimelist.net/manga/113560/Senpai_ga_Uzai_Kouhai_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/3/211530.jpgSem informaçõess=f1218aa4c61e4b4192913aa5ae5835a4
12205,Hitler,Manga,1,May 1971 - Aug 1971,https://myanimelist.net/manga/16814/Hitler,https://cdn.myanimelist.net/r/100x140/images/manga/2/170233.jpgSem informaçõess=c39d3659cd419800fc536be321cd45bc
12206,Bakemono to Kedamono,Manga,Sem informações,Mar 2018 -,https://myanimelist.net/manga/116653/Bakemono_to_Kedamono,https://cdn.myanimelist.net/r/100x140/images/manga/1/225616.jpgSem informaçõess=b75cb0ff0dae0fc4424ce262827ff3e4
12207,Countach,Manga,28,Sep 2004 - Sep 2012,https://myanimelist.net/manga/19156/Countach,https://cdn.myanimelist.net/r/100x140/images/manga/1/170495.jpgSem informaçõess=9914c58a438eb999d7d9a3dd4da0233b
12208,Bishoujo Senshi 04R1,Manga,Sem informações,Oct 2017 -,https://myanimelist.net/manga/123939/Bishoujo_Senshi_04R1,https://cdn.myanimelist.net/r/100x140/images/manga/1/225958.jpgSem informaçõess=4651d83b3fbe4a42807d414d613615ed
12209,Yoru no Sakana,Manga,1,Oct 2015 - Jun 2018,https://myanimelist.net/manga/120832/Yoru_no_Sakana,https://cdn.myanimelist.net/r/100x140/images/manga/3/220192.jpgSem informaçõess=2737e07a17e13b5ec988ebd9d4f26e1c
12210,Necro Dancer,Manga,Sem informações,Dec 2011 - Nov 2012,https://myanimelist.net/manga/40085/Necro_Dancer,https://cdn.myanimelist.net/r/100x140/images/manga/3/71017.jpgSem informaçõess=7f6489ab5ed216af5b1402058c999d45
12211,Momoyama Kyoudai,Manga,4,Oct 2004 - Oct 2012,https://myanimelist.net/manga/27563/Momoyama_Kyoudai,https://cdn.myanimelist.net/r/100x140/images/manga/3/258445.jpgSem informaçõess=70cd0169d5fe916959562f3f59e3a71c
12212,Seifuku!,Manga,4,Nov 2011 - Feb 2014,https://myanimelist.net/manga/55117/Seifuku,https://cdn.myanimelist.net/r/100x140/images/manga/1/180141.jpgSem informaçõess=441d58e2b82ccf94f839a745be60a714
12213,Sora no Yousei,Manga,1,Aug 2013 - Oct 2013,https://myanimelist.net/manga/71499/Sora_no_Yousei,https://cdn.myanimelist.net/r/100x140/images/manga/3/123151.jpgSem informaçõess=23df676f2ed713956ff6606a30f69be2
12214,Hshs Sasero!!,Manga,3,Sep 2013 - May 2016,https://myanimelist.net/manga/91458/Hshs_Sasero,https://cdn.myanimelist.net/r/100x140/images/manga/2/188848.jpgSem informaçõess=6855f9daad81204ba29381d16d52893d
12215,Tenjou no Shita,Manga,1,1999 - 1999,https://myanimelist.net/manga/13646/Tenjou_no_Shita,https://cdn.myanimelist.net/r/100x140/images/manga/3/268774.jpgSem informaçõess=0666f4690f138bd845f0d329cf344bac
12216,Perowan!: Hayakushinasai! Goshujinsama♪,Manga,3,Apr 2011 - Oct 2012,https://myanimelist.net/manga/28863/Perowan__Hayakushinasai_Goshujinsama♪,https://cdn.myanimelist.net/r/100x140/images/manga/3/86149.jpgSem informaçõess=afdd187362c32ed2692d18831254cc05
12217,Hoshigami-kun wa Douka shiteiru,Manga,5,May 2014 - Sep 2016,https://myanimelist.net/manga/83265/Hoshigami-kun_wa_Douka_shiteiru,https://cdn.myanimelist.net/r/100x140/images/manga/3/144385.jpgSem informaçõess=73e17750ed801d64ab7382007456c919
12218,"Nanji, Chikai no Kuchizuke wo...",Manga,2,2005 - 2005,https://myanimelist.net/manga/32981/Nanji_Chikai_no_Kuchizuke_wo,https://cdn.myanimelist.net/r/100x140/images/manga/2/60411.jpgSem informaçõess=359a3f768498cc6e7e127eb8753b2d6d
12219,Giri Koi,Manga,2,Aug 2008 - Feb 2009,https://myanimelist.net/manga/7274/Giri_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/3/23928.jpgSem informaçõess=35df5c5e964bb6596e1e3e183845a909
12220,Mitsubachi Hakushaku to Hana no Dress,One-shot,Sem informações,Apr 2011 - Apr 2011,https://myanimelist.net/manga/26330/Mitsubachi_Hakushaku_to_Hana_no_Dress,https://cdn.myanimelist.net/r/100x140/images/manga/1/83398.jpgSem informaçõess=fad7a1f09549807a935cf9b508c74580
12221,Karate Shoukoushi Monogatari,Manga,6,Sep 2012 - Apr 2014,https://myanimelist.net/manga/66293/Karate_Shoukoushi_Monogatari,https://cdn.myanimelist.net/r/100x140/images/manga/1/113661.jpgSem informaçõess=d4b6b321f611e3085113a8f74f83aa1e
12222,"Wanwan Monogatari: Kanemochi no Inu ni Shite to wa Itta ga, Fenrir ni Shiro to wa Ittenee!",Light-Novel,7,Nov 2017 - Sep 2020,https://myanimelist.net/manga/110219/Wanwan_Monogatari__Kanemochi_no_Inu_ni_Shite_to_wa_Itta_ga_Fenrir_ni_Shiro_to_wa_Ittenee,https://cdn.myanimelist.net/r/100x140/images/manga/1/202994.jpgSem informaçõess=6cd3c0c2f5fd3e43d994e3943fdeec85
12223,Gochuumon wa Usagi desu kaSem informações,Manga,Sem informações,Jan 2011 -,https://myanimelist.net/manga/49835/Gochuumon_wa_Usagi_desu_ka,https://cdn.myanimelist.net/r/100x140/images/manga/2/205168.jpgSem informaçõess=7ecce097b5a9532be1143e8dff8b43e9
12224,Les Misérables,Manga,8,Sep 2013 - May 2016,https://myanimelist.net/manga/55301/Les_Misérables,https://cdn.myanimelist.net/r/100x140/images/manga/3/109201.jpgSem informaçõess=4bb9210b52d80c703f56ee4562a96d53
12225,Persona 5,Manga,Sem informações,Sep 2016 -,https://myanimelist.net/manga/99944/Persona_5,https://cdn.myanimelist.net/r/100x140/images/manga/2/199647.jpgSem informaçõess=63d828557a0ee4506f0effe18bfa8e74
12226,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,Light-Novel,10,Oct 2015 - Feb 2020,https://myanimelist.net/manga/93074/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu,https://cdn.myanimelist.net/r/100x140/images/manga/2/176212.jpgSem informaçõess=ec223d7eaa8886f644cf21c12c578684
12227,Yondome wa Iya na Shizokusei Majutsushi,Manga,Sem informações,Jun 2018 -,https://myanimelist.net/manga/114849/Yondome_wa_Iya_na_Shizokusei_Majutsushi,https://cdn.myanimelist.net/r/100x140/images/manga/3/214566.jpgSem informaçõess=0f4e7d7f853e4ede500d67b5270a2e6f
12228,Usagi-kun no Shitsukekata.,Manga,Sem informações,Feb 2015 - Jun 2015,https://myanimelist.net/manga/93183/Usagi-kun_no_Shitsukekata,https://cdn.myanimelist.net/r/100x140/images/manga/2/164580.jpgSem informaçõess=5cbd469fff8379e262312e986e37b08e
12229,Yume no Naka de Kimi wo Sagashite,Manga,1,Jan 2018 - Jan 2019,https://myanimelist.net/manga/112394/Yume_no_Naka_de_Kimi_wo_Sagashite,https://cdn.myanimelist.net/r/100x140/images/manga/3/210502.jpgSem informaçõess=b0b6fab5ab8faf8936199cea9575047e
12230,Furyou Taimashi Reina,Manga,6,Oct 2018 - Oct 2021,https://myanimelist.net/manga/125892/Furyou_Taimashi_Reina,https://cdn.myanimelist.net/r/100x140/images/manga/3/229161.jpgSem informaçõess=0f6234c4a5ee6926768d4891fb6e8060
12231,Meow Man,Manhwa,5,Mar 2018 - Feb 2021,https://myanimelist.net/manga/129411/Meow_Man,https://cdn.myanimelist.net/r/100x140/images/manga/2/236758.jpgSem informaçõess=a9550c711a206f5ea6382637b365a13c
12232,Yuuwaku no Bansan,Manga,1,Feb 2007 - Feb 2007,https://myanimelist.net/manga/8523/Yuuwaku_no_Bansan,https://cdn.myanimelist.net/r/100x140/images/manga/1/230206.jpgSem informaçõess=1ceac7014139bf4f9ea7a0c4c9683557
12233,Futsuu ni Kiite Kure,One-shot,Sem informações,Jul 2022 - Jul 2022,https://myanimelist.net/manga/148353/Futsuu_ni_Kiite_Kure,https://cdn.myanimelist.net/r/100x140/images/manga/2/264127.jpgSem informaçõess=1696e6959e964318ba43944863f2832d
12234,"Nihongo ga Hanasenai Russia-jin Bishoujo Tennyuusei ga Tayoreru no wa, Tagengo Master no Ore Hitori",Manga,3,Jul 2021 - Sep 2022,https://myanimelist.net/manga/138877/Nihongo_ga_Hanasenai_Russia-jin_Bishoujo_Tennyuusei_ga_Tayoreru_no_wa_Tagengo_Master_no_Ore_Hitori,https://cdn.myanimelist.net/r/100x140/images/manga/2/255488.jpgSem informaçõess=807bd09e8183cf75eb9e207f2816f204
12235,X-Day,Manga,1,1993 - 1993,https://myanimelist.net/manga/15475/X-Day,https://cdn.myanimelist.net/r/100x140/images/manga/3/22511.jpgSem informaçõess=4e29fc4bc5f34c028bdc01ab730b0096
12236,Liberty,Manga,1,Feb 2017 - Nov 2018,https://myanimelist.net/manga/105161/Liberty,https://cdn.myanimelist.net/r/100x140/images/manga/2/217944.jpgSem informaçõess=f00190558ae1b91c1ae22ff7c97b34aa
12237,Ryuugajou Nanana no Maizoukin,Light-Novel,12,Jan 2012 - Dec 2016,https://myanimelist.net/manga/36733/Ryuugajou_Nanana_no_Maizoukin,https://cdn.myanimelist.net/r/100x140/images/manga/3/109151.jpgSem informaçõess=d2eb3b5789e60e0f1f59d3976fc38664
12238,Honey Come Honey,Manga,10,Jan 2017 - Oct 2019,https://myanimelist.net/manga/105903/Honey_Come_Honey,https://cdn.myanimelist.net/r/100x140/images/manga/3/198484.jpgSem informaçõess=86475f3a54b9304dc7c840ae75f04894
12239,Tate no Yuusha no Nariagari,Light-Novel,Sem informações,Aug 2013 -,https://myanimelist.net/manga/67617/Tate_no_Yuusha_no_Nariagari,https://cdn.myanimelist.net/r/100x140/images/manga/3/115755.jpgSem informaçõess=01685386eed97a2321f0090e9075a738
12240,Ao no Haha,Manga,4,Mar 2014 - May 2016,https://myanimelist.net/manga/68419/Ao_no_Haha,https://cdn.myanimelist.net/r/100x140/images/manga/2/136265.jpgSem informaçõess=1148caacdd5957629a0747a89e15c952
12241,Space Chef Caisar,Manga,1,2010 - 2010,https://myanimelist.net/manga/23897/Space_Chef_Caisar,https://cdn.myanimelist.net/r/100x140/images/manga/3/180450.jpgSem informaçõess=e931b05c4357a103d1a493e8da02c290
12242,Watashi no Uchuu,Manga,2,Oct 2012 - Mar 2014,https://myanimelist.net/manga/96871/Watashi_no_Uchuu,https://cdn.myanimelist.net/r/100x140/images/manga/2/178189.jpgSem informaçõess=9af183d0bfbea6d9cd983564f6d8e62d
12243,Melty Blood,Manga,9,Mar 2005 - Jun 2011,https://myanimelist.net/manga/707/Melty_Blood,https://cdn.myanimelist.net/r/100x140/images/manga/1/186201.jpgSem informaçõess=9a9128e1c54d01a6c6de6a97847e128a
12244,Jigoku no Enra,Manga,4,Mar 2015 - Sep 2016,https://myanimelist.net/manga/89241/Jigoku_no_Enra,https://cdn.myanimelist.net/r/100x140/images/manga/2/162750.jpgSem informaçõess=0b3e5560239cf61e6805af4fd183fd13
12245,Hen,Manga,13,Dec 1988 - 1995,https://myanimelist.net/manga/1447/Hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/76299.jpgSem informaçõess=7464c75459d408d3b7c2bb1821b0564b
12246,Itoshi no Sakura-san,Manga,3,Dec 2013 - Sep 2017,https://myanimelist.net/manga/101025/Itoshi_no_Sakura-san,https://cdn.myanimelist.net/r/100x140/images/manga/1/188411.jpgSem informaçõess=d793d0b7222ebc11bb26603012df721a
12247,Heart wo Uchinomese!,Manga,2,Jul 2001 - Apr 2003,https://myanimelist.net/manga/9251/Heart_wo_Uchinomese,https://cdn.myanimelist.net/r/100x140/images/manga/2/226160.jpgSem informaçõess=a4affa975f2d680427bd7601e159a76d
12248,Hana to Mitsubachi,Manga,7,2000 - 2003,https://myanimelist.net/manga/3392/Hana_to_Mitsubachi,https://cdn.myanimelist.net/r/100x140/images/manga/4/76235.jpgSem informaçõess=0ff428f2073bb3aaced229cc6c5225a8
12249,"Akuyaku ReijouSem informações Iie, Gokuaku Reijou desu wa",Manga,Sem informações,Aug 2019 -,https://myanimelist.net/manga/132205/Akuyaku_Reijou_Iie_Gokuaku_Reijou_desu_wa,https://cdn.myanimelist.net/r/100x140/images/manga/2/238870.jpgSem informaçõess=8184146881fda324643aacf29517d94a
12250,Tonari no Heya kara Aegigoe ga Suru n desu kedo...,Manga,2,May 2019 - Dec 2019,https://myanimelist.net/manga/127059/Tonari_no_Heya_kara_Aegigoe_ga_Suru_n_desu_kedo,https://cdn.myanimelist.net/r/100x140/images/manga/1/235885.jpgSem informaçõess=4f6e33934a85faf1ca61946bf67d065e
12251,Call My Name,One-shot,Sem informações,2008 - 2008,https://myanimelist.net/manga/12203/Call_My_Name,https://cdn.myanimelist.net/r/100x140/images/manga/2/16730.jpgSem informaçõess=38cde0257272c5d851122740ce38e53d
12252,Hadi Girl,Manga,5,Apr 2011 - Sep 2013,https://myanimelist.net/manga/52741/Hadi_Girl,https://cdn.myanimelist.net/r/100x140/images/manga/2/92939.jpgSem informaçõess=542ab39a144918af540769cc23082207
12253,Witch Craft Works,Manga,17,Mar 2010 - Feb 2022,https://myanimelist.net/manga/19896/Witch_Craft_Works,https://cdn.myanimelist.net/r/100x140/images/manga/2/250818.jpgSem informaçõess=b6790ced5239bf69b182839ba87e2a0b
12254,Yodong's Vampire,Manhwa,1,2001 - 2001,https://myanimelist.net/manga/5456/Yodongs_Vampire,https://cdn.myanimelist.net/r/100x140/images/manga/3/6908.jpgSem informaçõess=93d5efc2c4e5114a8d977a8cc4a0a689
12255,Glamorous,Manga,1,2008 - 2008,https://myanimelist.net/manga/25042/Glamorous,https://cdn.myanimelist.net/r/100x140/images/manga/2/57601.jpgSem informaçõess=fcf86c7dee8991c2fe330e91dbab2518
12256,Disconnected from Reality,Manhwa,Sem informações,Jan 2022 - Jul 2022,https://myanimelist.net/manga/147591/Disconnected_from_Reality,https://cdn.myanimelist.net/r/100x140/images/manga/2/261819.jpgSem informaçõess=f85516febd796b4eac7d7cfc865abfd0
12257,Lovely♥Lesson: Chuukyuu-hen,Manga,1,Nov 2006 - Nov 2006,https://myanimelist.net/manga/9838/Lovely♥Lesson__Chuukyuu-hen,https://cdn.myanimelist.net/r/100x140/images/manga/3/150439.jpgSem informaçõess=db8c81b81866d23b510d1cd7bf9b1d60
12258,Out of Control,Manhwa,Sem informações,Aug 2013 - Sep 2019,https://myanimelist.net/manga/124038/Out_of_Control,https://cdn.myanimelist.net/r/100x140/images/manga/2/259594.jpgSem informaçõess=1ab567be30775a86e73649f876a9fd8b
12259,Ikenai Hokenshitsu,Manga,1,Apr 2008 - Apr 2008,https://myanimelist.net/manga/17214/Ikenai_Hokenshitsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/25965.jpgSem informaçõess=cba8322c37723f6b51df734fcf4a981b
12260,Renai Joujou↑↑,Manga,1,Dec 2006 - Dec 2006,https://myanimelist.net/manga/4477/Renai_Joujou↑↑,https://cdn.myanimelist.net/r/100x140/images/manga/2/161950.jpgSem informaçõess=67ccccb613ae425a9bf9f110ca5949e3
12261,Kocchi Muite! Miiko,Manga,Sem informações,1995 -,https://myanimelist.net/manga/20554/Kocchi_Muite_Miiko,https://cdn.myanimelist.net/r/100x140/images/manga/2/255795.jpgSem informaçõess=7d98936469a7a45a1f016e3eb2b3f8da
12262,Gal to Tsukiacchatta Anthology,Manga,1,Jun 2017 - Jun 2017,https://myanimelist.net/manga/111593/Gal_to_Tsukiacchatta_Anthology,https://cdn.myanimelist.net/r/100x140/images/manga/2/215806.jpgSem informaçõess=500db4ddf4eb5adc720d6b6ca0d77255
12263,Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,Manga,Sem informações,Dec 2021 -,https://myanimelist.net/manga/142765/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_-_Shitsui_no_Majutsushi-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/266702.jpgSem informaçõess=704a70de1797c9f08d5f954bc7b8a840
12264,Persona 3,Manga,11,Feb 2007 - Jan 2017,https://myanimelist.net/manga/2566/Persona_3,https://cdn.myanimelist.net/r/100x140/images/manga/2/268756.jpgSem informaçõess=b4b88dad23757a95547d46a02c79423b
12265,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Spin-off sareta Ken",Manga,2,Jun 2015 - May 2016,https://myanimelist.net/manga/96104/Ore_ga_Ojousama_Gakkou_ni_Shomin_Sample_Toshite_Spin-off_sareta_Ken,https://cdn.myanimelist.net/r/100x140/images/manga/1/173130.jpgSem informaçõess=aebc1771c638a798a51b72a463e33c6f
12266,Onanie Master Kurosawa: After the Juvenile,Light-Novel,1,2007 - 2007,https://myanimelist.net/manga/18320/Onanie_Master_Kurosawa__After_the_Juvenile,https://cdn.myanimelist.net/r/100x140/images/manga/1/39735.jpgSem informaçõess=8a4e22876c9365bbc2d25c21081b009d
12267,Toaru Majutsu no Heavy na Zashiki Warashi ga Kantan na Satsujinki no Konkatsu Jijou,Light-Novel,1,Feb 2015 - Feb 2015,https://myanimelist.net/manga/85471/Toaru_Majutsu_no_Heavy_na_Zashiki_Warashi_ga_Kantan_na_Satsujinki_no_Konkatsu_Jijou,https://cdn.myanimelist.net/r/100x140/images/manga/3/149877.jpgSem informaçõess=db859f530d7018171b8f28cec68c1bfc
12268,Cocytus,Manga,1,Jul 2013 - Jan 2014,https://myanimelist.net/manga/87180/Cocytus,https://cdn.myanimelist.net/r/100x140/images/manga/3/151730.jpgSem informaçõess=e424c4a4ed82e9f86a7e79e650a78b84
12269,Medical Return,Manhwa,Sem informações,Sep 2019 - Jan 2022,https://myanimelist.net/manga/147069/Medical_Return,https://cdn.myanimelist.net/r/100x140/images/manga/1/264301.jpgSem informaçõess=8629c4cc0e7a07b9aac2fa10f2425cce
12270,100-nichigo ni Kekkon suru Futari,Doujinshi,1,Dec 2021 - Dec 2021,https://myanimelist.net/manga/142688/100-nichigo_ni_Kekkon_suru_Futari,https://cdn.myanimelist.net/r/100x140/images/manga/2/256696.jpgSem informaçõess=d62af72bdb9bc7d9d6698c5f7cd7614d
12271,Tsukiiro no Invader,Manga,2,Dec 2018 - Jan 2020,https://myanimelist.net/manga/123439/Tsukiiro_no_Invader,https://cdn.myanimelist.net/r/100x140/images/manga/2/225092.jpgSem informaçõess=b876e24be822b0cb708a81caa2812e7e
12272,Konna Watashi ni Kitai Shinaide,Manga,2,Aug 2020 - Jan 2022,https://myanimelist.net/manga/131773/Konna_Watashi_ni_Kitai_Shinaide,https://cdn.myanimelist.net/r/100x140/images/manga/1/245340.jpgSem informaçõess=94b0ef527835cdaf12db3ca751e9207b
12273,Hakoiri Devil Princess,Manga,6,Jan 2004 - May 2007,https://myanimelist.net/manga/2949/Hakoiri_Devil_Princess,https://cdn.myanimelist.net/r/100x140/images/manga/3/52591.jpgSem informaçõess=41055988525f8f88fa007e04517ed59f
12274,Dasei 67 Percent,Manga,9,Jul 2014 - Jun 2022,https://myanimelist.net/manga/90498/Dasei_67_Percent,https://cdn.myanimelist.net/r/100x140/images/manga/3/265968.jpgSem informaçõess=c50b9d8a7530c0b7fadca5f5cdb1b807
12275,Gakuen Densetsu: Hasami Onna,Manga,1,Oct 2012 - Oct 2012,https://myanimelist.net/manga/93608/Gakuen_Densetsu__Hasami_Onna,https://cdn.myanimelist.net/r/100x140/images/manga/1/165498.jpgSem informaçõess=9edfd7b4f09b4d4036bea3b62127e7d4
12276,Kagami no Kojou,Novel,1,May 2017 - May 2017,https://myanimelist.net/manga/144393/Kagami_no_Kojou,https://cdn.myanimelist.net/r/100x140/images/manga/3/256334.jpgSem informaçõess=40dc4bc08206d1a63cfb17ac038ce2bc
12277,Zoku Mahouka Koukou no Rettousei: Magian Company,Light-Novel,Sem informações,Oct 2020 -,https://myanimelist.net/manga/130314/Zoku_Mahouka_Koukou_no_Rettousei__Magian_Company,https://cdn.myanimelist.net/r/100x140/images/manga/2/237178.jpgSem informaçõess=19b1e649d65c00cc6e3a17c95b076b44
12278,Love Live! School Idol Diary,Light-Novel,Sem informações,May 2013 -,https://myanimelist.net/manga/60703/Love_Live_School_Idol_Diary,https://cdn.myanimelist.net/r/100x140/images/manga/3/104917.jpgSem informaçõess=999f0cce2d6eb724f10f3df055fbb149
12279,Go Ahead,Manga,4,Feb 2005 - Jun 2006,https://myanimelist.net/manga/12394/Go_Ahead,https://cdn.myanimelist.net/r/100x140/images/manga/3/164837.jpgSem informaçõess=e5a8912357a2f4e345b7ad79c206aec5
12280,Yankee JK Ayaka-san no Jakuten,Manga,2,Aug 2021 - Oct 2022,https://myanimelist.net/manga/142123/Yankee_JK_Ayaka-san_no_Jakuten,https://cdn.myanimelist.net/r/100x140/images/manga/1/259086.jpgSem informaçõess=6e13e50645b02a1d93db99a6850c9564
12281,Ginga Densetsu Weed,Manga,60,May 1999 - Jul 2009,https://myanimelist.net/manga/4010/Ginga_Densetsu_Weed,https://cdn.myanimelist.net/r/100x140/images/manga/5/180197.jpgSem informaçõess=aedc47c09825bad0d77e5268334b9120
12282,Mata ne.,One-shot,Sem informações,Oct 2013 - Oct 2013,https://myanimelist.net/manga/82017/Mata_ne,https://cdn.myanimelist.net/r/100x140/images/manga/3/141987.jpgSem informaçõess=b999c74fd96b84789d0de5ce85b5be1b
12283,Blood Rain,Manhwa,5,Nov 2014 - Apr 2016,https://myanimelist.net/manga/117657/Blood_Rain,https://cdn.myanimelist.net/r/100x140/images/manga/3/222169.jpgSem informaçõess=1f036898d3b8907e6db219cb83b3097f
12284,Fuuma no Kojirou,Manga,10,Dec 1981 - Nov 1983,https://myanimelist.net/manga/14230/Fuuma_no_Kojirou,https://cdn.myanimelist.net/r/100x140/images/manga/2/198355.jpgSem informaçõess=5e37daf4685adddb5cde0a6bb16dba61
